timestamp,run_idx,time_ms,status,error
1767282999.0612564,1,6088.360,200,
1767283001.8331342,2,2771.193,200,
1767283005.949411,3,4115.781,200,
1767283008.923852,4,2973.894,200,
1767283012.9367828,5,4012.395,200,
1767283016.734988,6,3797.637,200,
1767283020.112761,7,3374.915,200,
1767283023.9700832,8,3856.755,200,
1767283027.300164,9,3329.262,200,
1767283030.4291105,10,3128.576,200,
1767283032.6940114,11,2264.369,200,
1767283036.5967355,12,3902.007,200,
1767283040.3581324,13,3760.841,200,
1767283044.885085,14,4526.023,200,
1767283049.0500436,15,4164.408,200,
1767283051.7735698,16,2723.089,200,
1767283055.1832192,17,3409.071,200,
1767283057.329112,18,2145.494,200,
1767283061.1833992,19,3853.677,200,
1767283067.505196,20,6321.390,200,
1767283070.2700143,21,2764.272,200,
1767283072.9518178,22,2681.385,200,
1767283077.5318913,23,4579.493,200,
1767283082.190192,24,4657.706,200,
1767283086.2393858,25,4048.462,200,
1767283091.5724099,26,5332.349,200,
1767283095.7073236,27,4134.109,200,
1767283099.4353704,28,3727.178,200,
1767283103.6508522,29,4214.925,200,
1767283106.1827269,30,2531.260,200,
